Id,R,Nome,Squadra,Qt. A,Qt. I,Diff.
134,Ds;Dc,BARBA,Benevento,2,2,0
393,Ds;Dc,LUPERTO,Crotone,2,2,0
2869,Ds;Dc,DJIDJI,Crotone,2,2,0
394,Dd;E,MAGGIO,Benevento,2,2,0
4985,Dd;E,VIGNALI,Spezia,2,3,-1
50,Dd;Ds;E,MBAYE,Bologna,2,3,-1
45,Dd;Dc,FERRARI A.,Sampdoria,2,3,-1
4888,Dc,SUTALO,Atalanta,2,3,-1
2143,Dc,CUOMO,Crotone,2,3,-1
4397,Dc,VAVRO,Lazio,2,3,-1
454,Dc,CAPRADOSSI,Spezia,2,3,-1
425,Dc,TERZI,Spezia,2,3,-1
5010,Dc,ISMAJLI,Spezia,2,3,-1
2334,C;W,LERIS,Sampdoria,2,2,0
4989,C;W,MASTINU,Spezia,2,3,-1
5290,C;T,ESTEVEZ,Spezia,2,3,-1
4968,C,GOMELT,Crotone,2,1,1
2316,C,ZANELLATO,Crotone,2,2,0
4921,C,ASKILDSEN,Sampdoria,2,2,0
2121,C,MELEGONI,Genoa,2,1,1
2725,C,CALIGARA,Cagliari,2,1,1
5298,C,POBEGA,Spezia,2,1,1
5297,A,LUVUMBO,Cagliari,2,2,0
5318,W,TRAMONI M.,Cagliari,1,1,0
4896,T;A,MALDINI,Milan,1,1,0
4353,T;A,MONTIEL,Fiorentina,1,1,0
4431,Por,CARNESECCHI,Atalanta,1,1,0
2297,Por,ROSSI F.,Atalanta,1,1,0
4955,Por,GORI P.,Benevento,1,1,0
4956,Por,MANFREDINI,Benevento,1,1,0
4883,Por,BREZA,Bologna,1,1,0
40,Por,DA COSTA,Bologna,1,1,0
4964,Por,VICARIO,Cagliari,1,1,0
1946,Por,ARESTI,Cagliari,1,1,0
4929,Por,CIOCCI,Cagliari,1,1,0
1890,Por,FESTA,Crotone,1,1,0
4351,Por,BRANCOLINI,Fiorentina,1,1,0
2815,Por,TERRACCIANO,Fiorentina,1,1,0
318,Por,MARCHETTI,Genoa,1,1,0
1843,Por,RADU I.,Inter,1,1,0
282,Por,BUFFON,Juventus,1,1,0
1930,Por,PINSOGLIO,Juventus,1,1,0
2770,Por,PROTO,Lazio,1,1,0
387,Por,REINA,Lazio,1,1,0
216,Por,DONNARUMMA AN.,Milan,1,1,0
2845,Por,CONTINI,Napoli,1,1,0
412,Por,COLOMBI,Parma,1,1,0
4977,Por,RAVAGLIA,Sampdoria,1,1,0
510,Por,PEGOLO,Sassuolo,1,1,0
4867,Por,TURATI,Sassuolo,1,1,0
4981,Por,KRAPIKAS,Spezia,1,1,0
2790,Por,ROSATI,Torino,1,1,0
220,Por,UJKANI,Torino,1,1,0
2271,Por,NICOLAS,Udinese,1,1,0
4491,Por,BERARDI A.,Verona,1,1,0
4996,Por,PANDUR,Verona,1,1,0
160,Por,TATARUSANU,Milan,1,1,0
543,Por,PADELLI,Inter,1,1,0
5289,Por,CRESPI,Crotone,1,1,0
1921,Por,ZIMA,Genoa,1,1,0
5304,Por,BOER,Roma,1,1,0
4523,Por,AVOGADRI,Sampdoria,1,1,0
5306,Por,ALIA,Lazio,1,1,0
5320,Por,PALEARI,Genoa,1,1,0
2814,Por,PROVEDEL,Spezia,1,1,0
4520,Por,LETICA,Sampdoria,1,1,0
574,Por,SCUFFET,Udinese,1,1,0
2798,Por,DINI,Parma,1,1,0
2170,Por,MILINKOVIC-SAVIC V.,Torino,1,1,0
5333,Por,GASPARINI,Udinese,1,1,0
4359,Pc,PICCOLI,Spezia,1,1,0
2137,Pc,SCAMACCA,Genoa,1,1,0
4387,Pc,ADORANTE,Parma,1,1,0
2244,M;C,DEL PINTO,Benevento,1,1,0
2726,M;C,DANZI,Verona,1,1,0
5331,M;C,BASIT,Benevento,1,1,0
4459,M;C,ROVELLA,Genoa,1,1,0
4969,E;W,MUSTACCHIO,Crotone,1,1,0
4390,E,ANDERSON D.,Lazio,1,1,0
4406,Ds;E,TRIPALDELLI,Cagliari,1,1,0
4945,Ds;E,CALAFIORI,Roma,1,1,0
1876,Ds;E,PAJAC,Cagliari,1,1,0
5332,Ds;E,BASTONI S.,Spezia,1,1,0
490,Ds;Dc;E,REGINI,Sampdoria,1,1,0
4925,Ds;Dc,CARBONI,Cagliari,1,1,0
2724,Ds;Dc,BUONGIORNO,Torino,1,1,0
4454,Dd;E,PINNA,Cagliari,1,1,0
519,Dd;E,GAZZOLA,Parma,1,1,0
4366,Dd;Ds;Dc,ARMINI,Lazio,1,1,0
4976,Dd;Dc,KALULU,Milan,1,1,0
2745,Dd;Dc,CALABRESI,Bologna,1,1,0
4961,Dc,VOLTA,Benevento,1,1,0
78,Dc,SPOLLI,Crotone,1,1,0
261,Dc,RANOCCHIA,Inter,1,2,-1
4917,Dc,PRODL,Udinese,1,2,-1
5316,Dc,AMIONE,Verona,1,1,0
4950,Dc,DALLE MURA,Fiorentina,1,1,0
4487,Dc,FERIGRA,Torino,1,1,0
2107,C;W;T,KIYINE,Lazio,1,2,-1
4919,C;T,BALDURSSON,Bologna,1,1,0
400,C;T,DEZI,Parma,1,1,0
2835,C;T,KINGSLEY,Bologna,1,1,0
4411,C,AGOUME,Spezia,1,2,-1
4885,C,VILLAR,Roma,1,2,-1
4953,C,PALUMBO,Udinese,1,1,0
4349,C,NICOLUSSI CAVIGLIA,Parma,1,1,0
4370,C,PORTANOVA,Juventus,1,1,0
4862,A,TRAORE' AM.,Atalanta,1,1,0
5303,A,MALES,Genoa,1,1,0
2013,A,RICCI F.,Sassuolo,1,1,0
4335,A,SCHIAPPACASSE,Sassuolo,1,1,0
4938,A,MORO,Lazio,1,1,0
