Season,Giornata,Team,Player,V,G,A,R,RS,AG,AM,ES,FV,Role
2016,27,napoli,Ghoulam F.,6.0,,,,,,1.0,,5.5,D
2016,27,napoli,Hamsik M.,7.0,,1.0,,,,,,8.0,C
2016,27,napoli,Jorginho F.,6.5,,,,,,,,6.5,C
2016,27,napoli,Rog M.,7.0,,,,,,1.0,,6.5,C
2016,27,napoli,Insigne L.,7.0,,1.0,,,,,,8.0,T
2016,27,napoli,Mertens D.,8.0,2.0,,,,,,,14.0,T
2016,27,napoli,Callejon J.,6.0,,,,,,,,6.0,T
2016,27,napoli,Zielinski P.,6.0,,,,,,,,6.0,C
2016,27,napoli,Diawara A.,6.0,,,,,,,,6.0,C
2016,27,napoli,Milik A.,,,,,,,,,,A
2016,27,palermo,Posavec J.,4.0,-3.0,,,,,,,1.0,P
2016,27,palermo,Cionek T.,5.5,,,,,,,,5.5,D
2016,27,palermo,Aleesami H.,6.0,,,,,,,,6.0,D
2016,27,palermo,Rispoli A.,7.0,1.0,,,,,1.0,,9.5,D
2016,27,palermo,Andelkovic S.,5.0,,,,,,,,5.0,D
2016,27,palermo,Chochev I.,6.0,,,,,,,,6.0,C
2016,27,palermo,Henrique B.,6.0,,,,,,,,6.0,C
2016,27,palermo,Gazzi A.,6.0,,,,,,,,6.0,C
2016,27,palermo,Sallai R.,5.5,,,,,,1.0,,5.0,T
2016,27,palermo,Nestorovski I.,6.0,,,,,,,,6.0,A
2016,27,palermo,Balogh N.,6.0,,,,,,,1.0,5.0,A
2016,27,palermo,Gonzalez G.,6.0,,,,,,,,6.0,D
2016,27,palermo,Morganella M.,5.5,,,,,,,,5.5,D
2016,27,palermo,Diamanti A.,,,,,,,,,,T
2016,27,pescara,Bizzarri A.,6.5,-3.0,,,,,,,3.5,P
2016,27,pescara,Stendardo G.,5.0,,,,,,,,5.0,D
2016,27,pescara,Biraghi C.,5.0,,,,,,,,5.0,D
2016,27,pescara,Coda A.,4.5,,,,,,1.0,,4.0,D
2016,27,pescara,Zampano F.,6.5,,,,,,,,6.5,D
2016,27,pescara,Bruno A.,5.0,,,,,,1.0,,4.5,C
2016,27,pescara,Memushaj L.,5.5,,,,,,,,5.5,C
2016,27,pescara,Verre V.,5.5,,,,,,,,5.5,C
2016,27,pescara,Caprari G.,5.5,,,,,,,,5.5,T
2016,27,pescara,Benali A.,6.0,,1.0,,,,,,7.0,T
2016,27,pescara,Cerri A.,6.0,1.0,,,,,,,9.0,A
2016,27,pescara,Fornasier M.,,,,,,,,,,D
2016,27,pescara,Kastanos G.,5.0,,,,,,,,5.0,C
2016,27,pescara,Brugman G.,,,,,,,,,,C
2016,27,roma,Szczesny W.,6.0,-2.0,,,,,,,4.0,P
2016,27,roma,Manolas K.,5.5,,,,,,1.0,,5.0,D
2016,27,roma,Fazio F.,4.0,,,,,,,,4.0,D
2016,27,roma,Jesus J.,5.5,,,,,,,,5.5,D
2016,27,roma,Rudiger A.,5.5,,,,,,,,5.5,D
2016,27,roma,Strootman K.,6.0,1.0,,,,,,,9.0,C
2016,27,roma,Nainggolan R.,6.0,,,,,,,,6.0,C
2016,27,roma,De Rossi D.,4.5,,,,,,1.0,,4.0,C
2016,27,roma,El Shaarawy S.,5.5,,,,,,,,5.5,T
2016,27,roma,Perotti D.,7.0,,1.0,,,,1.0,,7.5,T
2016,27,roma,Dzeko E.,5.0,,,,,,,,5.0,A
2016,27,roma,Peres B.,6.0,,,,,,,,6.0,D
2016,27,roma,Paredes L.,,,,,,,,,,C
2016,27,roma,Salah M.,6.5,,,,,,,,6.5,T
2016,27,sampdoria,Viviano E.,6.0,-1.0,,,,,,,5.0,P
2016,27,sampdoria,Pavlovic D.,5.0,,,,,,,,5.0,D
2016,27,sampdoria,Skriniar M.,5.5,,,,,,,,5.5,D
2016,27,sampdoria,Silvestre M.,6.5,,,,,,,,6.5,D
2016,27,sampdoria,Barreto E.,6.5,,,,,,,,6.5,C
2016,27,sampdoria,Fernandes B.,7.5,1.0,2.0,,,,,,12.5,C
2016,27,sampdoria,Torreira L.,6.0,,,,,,,,6.0,C
2016,27,sampdoria,Sala J.,6.5,,,,,,,,6.5,C
2016,27,sampdoria,Praet D.,6.0,,,,,,,,6.0,T
2016,27,sampdoria,Quagliarella F.,7.0,1.0,,,,,,,10.0,A
2016,27,sampdoria,Muriel L.,6.5,,1.0,,,,,,7.5,A
2016,27,sampdoria,Bereszynski B.,,,,,,,,,,D
2016,27,sampdoria,Linetty K.,6.0,,,,,,,,6.0,C
2016,27,sampdoria,Schick P.,7.0,1.0,,,,,,,10.0,A
2016,27,sassuolo,Consigli A.,6.0,,,,,,,,6.0,P
2016,27,sassuolo,Dellorco C.,6.5,,,,,,,,6.5,D
2016,27,sassuolo,Peluso F.,6.0,,,,,,,,6.0,D
2016,27,sassuolo,Gazzola M.,5.0,,,,,,1.0,,4.5,D
2016,27,sassuolo,Acerbi F.,6.0,,,,,,,,6.0,D
2016,27,sassuolo,Mazzitelli L.,5.5,,,,,,,,5.5,C
2016,27,sassuolo,Missiroli S.,5.0,,,,,,,,5.0,C
2016,27,sassuolo,Duncan A.,6.5,,,,,,,,6.5,C
2016,27,sassuolo,Politano M.,6.5,,,,,,,,6.5,T
2016,27,sassuolo,Berardi D.,5.0,,,,,,,,5.0,T
2016,27,sassuolo,Matri A.,5.5,,,,,,,,5.5,A
2016,27,sassuolo,Aquilani A.,5.5,,,,,,,,5.5,C
2016,27,sassuolo,Ragusa A.,6.0,,,,,,,,6.0,T
2016,27,sassuolo,Iemmello P.,,,,,,,,,,A
2016,27,torino,Hart J.,6.0,-1.0,,,,,,,5.0,P
2016,27,torino,Barreca A.,6.0,,,,,,,,6.0,D
2016,27,torino,Moretti E.,5.5,,,,,,,,5.5,D
2016,27,torino,Rossettini L.,6.0,,,,,,,,6.0,D
2016,27,torino,Zappacosta D.,6.5,,,,,,,,6.5,D
2016,27,torino,Baselli D.,6.0,,,,,,,,6.0,C
2016,27,torino,Lukic S.,6.0,,,,,,,,6.0,C
2016,27,torino,Gustafson S.,5.5,,,,,,,,5.5,C
2016,27,torino,Iago F.,5.0,,,,,,,,5.0,T
2016,27,torino,Boye L.,5.0,,,,,,,,5.0,A
2016,27,torino,Belotti A.,9.0,3.0,,,,,,,18.0,A
2016,27,torino,Iturbe J.,6.0,,1.0,,,,,,7.0,T
2016,27,torino,Ljajic A.,6.5,,2.0,,,,,,8.5,T
2016,27,torino,Lopez M.,6.0,,,,,,,,6.0,A
2016,27,udinese,Karnezis O.,6.0,-1.0,,,,,,,5.0,P
2016,27,udinese,Felipe D.,6.0,,,,,,,,6.0,D
2016,27,udinese,Samir ,6.5,,,,,,,,6.5,D
2016,27,udinese,Widmer S.,6.0,,,,,,,,6.0,D
2016,27,udinese,Danilo L.,7.0,,,,,,,,7.0,D
2016,27,udinese,Fofana S.,6.5,,,,,,,,6.5,C
2016,27,udinese,Jankto J.,7.0,,,,,,1.0,,6.5,C
2016,27,udinese,Hallfredsson E.,7.0,,,,,,1.0,,6.5,C
2016,27,udinese,De Paul R.,6.0,,,,,,,,6.0,T
2016,27,udinese,Perica S.,6.0,,,,,,,,6.0,A
2016,27,udinese,Zapata D.,7.5,1.0,,,,,,,10.5,A
2016,27,udinese,Angella G.,6.0,,,,,,,,6.0,D
2016,27,udinese,Badu E.,6.0,,,,,,,,6.0,C
2016,27,udinese,Matos R.,,,,,,,,,,T
2016,28,atalanta,Berisha E.,5.0,-7.0,,,,,1.0,,-2.5,P
2016,28,atalanta,Caldara M.,4.0,,,,,,,,4.0,D
2016,28,atalanta,Conti A.,5.5,,,,,,,,5.5,D
2016,28,atalanta,Zukanovic E.,4.0,,,,,,1.0,,3.5,D
2016,28,atalanta,Toloi R.,4.0,,,,,,1.0,,3.5,D
2016,28,atalanta,Kurtic J.,4.5,,,,,,1.0,,4.0,C
2016,28,atalanta,Kessie F.,4.0,,,,,,,,4.0,C
2016,28,atalanta,Freuler R.,5.5,1.0,,,,,,,8.5,C
2016,28,atalanta,Gomez A.,5.5,,,,,,,,5.5,T
2016,28,atalanta,Spinazzola L.,4.0,,,,,,,,4.0,T
2016,28,atalanta,Petagna A.,5.5,,,,,,,,5.5,A
2016,28,atalanta,Bastoni A.,5.5,,,,,,,,5.5,D
2016,28,atalanta,Mounier A.,5.0,,,,,,,,5.0,T
2016,28,atalanta,Dalessandro M.,5.0,,,,,,,,5.0,T
2016,28,bologna,Mirante A.,7.0,,,,,,,,7.0,P
2016,28,bologna,Helander F.,6.5,,,,,,1.0,,6.0,D
2016,28,bologna,Maietta D.,6.0,,,,,,,,6.0,D
2016,28,bologna,Masina A.,6.0,,,,,,1.0,,5.5,D
2016,28,bologna,Torosidis V.,6.0,,,,,,1.0,,5.5,D
2016,28,bologna,Pulgar E.,5.5,,,,,,,,5.5,C
2016,28,bologna,Dzemaili B.,7.0,,1.0,,,,,,8.0,C
2016,28,bologna,Donsah G.,5.0,,,,,,,,5.0,C
2016,28,bologna,Di Francesco F.,6.5,,,,,,1.0,,6.0,T
2016,28,bologna,Verdi S.,5.5,,,,,,,,5.5,T
2016,28,bologna,Destro M.,6.5,1.0,,,,,1.0,,9.0,A
2016,28,bologna,Krafth E.,6.0,,,,,,,,6.0,D
2016,28,bologna,Viviani F.,6.5,,,,,,,,6.5,C
2016,28,bologna,Krejci L.,,,,,,,,,,T
2016,28,cagliari,Rafael A.,6.5,-1.0,,,,,,,5.5,P
2016,28,cagliari,Alves B.,5.0,,,,,,,,5.0,D
2016,28,cagliari,Murru N.,6.0,,,,,,,,6.0,D
2016,28,cagliari,Isla M.,6.0,,,,,,,,6.0,D
2016,28,cagliari,Pisacane F.,6.0,,,,,,,,6.0,D
2016,28,cagliari,Tachtsidis P.,6.0,,,,,,,,6.0,C
2016,28,cagliari,Ionita A.,6.0,,,,,,,,6.0,C
2016,28,cagliari,Dessena D.,5.0,,,,,,,,5.0,C
2016,28,cagliari,Barella N.,5.5,,,,,,,,5.5,C
2016,28,cagliari,Joao Pedro ,6.0,,,,,,,,6.0,T
2016,28,cagliari,Borriello M.,6.5,,,,,,,,6.5,A
2016,28,cagliari,Miangue S.,5.5,,,,,,1.0,,5.0,D
2016,28,cagliari,Padoin S.,,,,,,,,,,C
2016,28,cagliari,Sau M.,5.5,,,,,,,,5.5,A
2016,28,chievo,Sorrentino S.,6.5,,,,,,,,6.5,P
2016,28,chievo,Cacciatore F.,7.0,,1.0,,,,,,8.0,D
2016,28,chievo,Gobbi M.,6.0,,,,,,,,6.0,D
2016,28,chievo,Spolli N.,6.5,,,,,,,,6.5,D
2016,28,chievo,Cesar B.,6.5,1.0,,,,,,,9.5,D
2016,28,chievo,Radovanovic I.,6.5,,,,,,,,6.5,C
2016,28,chievo,Castro L.,7.0,,,,,,,,7.0,C
2016,28,chievo,Hetemaj P.,6.0,,,,,,,,6.0,C
2016,28,chievo,Birsa V.,7.5,1.0,1.0,,,,,,11.5,T
2016,28,chievo,Pellissier S.,6.5,1.0,,,,,,,9.5,A
2016,28,chievo,Inglese R.,8.0,1.0,1.0,,,,,,12.0,A
2016,28,chievo,Depaoli F.,,,,,,,,,,C
2016,28,chievo,Bastien S.,6.0,,,,,,,,6.0,C
2016,28,crotone,Cordaz A.,6.0,-3.0,,,,,,,3.0,P
2016,28,crotone,Sampirisi M.,4.5,,,,,,,,4.5,D
2016,28,crotone,Dussenne N.,5.0,,,,,,,,5.0,D
2016,28,crotone,Ferrari G.,5.0,,,,,,1.0,,4.5,D
2016,28,crotone,Martella B.,6.0,,,,,,1.0,,5.5,D
2016,28,crotone,Capezzi L.,6.0,,,,,,,,6.0,C
2016,28,crotone,Crisetig L.,6.0,,,,,,1.0,,5.5,C
2016,28,crotone,Rohden M.,5.5,,,,,,,,5.5,C
2016,28,crotone,Stoian A.,5.5,,,,,,,,5.5,T
2016,28,crotone,Falcinelli D.,5.5,,,,,,,,5.5,A
2016,28,crotone,Trotta M.,5.5,,,,,,,,5.5,A
2016,28,crotone,Cuomo G.,,,,,,,,,,D
2016,28,crotone,Barberis A.,5.0,,,,,,,,5.0,C
2016,28,crotone,Acosty B.,,,,,,,,,,T
2016,28,empoli,Skorupski L.,6.0,-4.0,,,,,,,2.0,P
2016,28,empoli,Laurini V.,5.0,,,,,,,,5.0,D
2016,28,empoli,Bellusci G.,4.0,,,,,,,,4.0,D
2016,28,empoli,Costa A.,4.0,,,,,,,,4.0,D
2016,28,empoli,Pasqual M.,5.0,,,,,,,,5.0,D
2016,28,empoli,Croce D.,5.5,,,,,,,,5.5,C
2016,28,empoli,Diousse A.,5.0,,,,,,1.0,,4.5,C
2016,28,empoli,Krunic R.,6.0,,,,,,,,6.0,T
2016,28,empoli,El Kaddouri O.,5.0,,,,,,,,5.0,T
2016,28,empoli,Pucciarelli M.,5.0,,,,,,,,5.0,A
2016,28,empoli,Maccarone M.,5.0,,,,,,,,5.0,A
2016,28,empoli,Dimarco F.,6.0,,,,,,,,6.0,D
2016,28,empoli,Thiam M.,5.0,,,,,,,,5.0,A
2016,28,empoli,Marilungo G.,,,,,,,,,,A
2016,28,fiorentina,Tatarusanu C.,6.0,,,,,,,,6.0,P
2016,28,fiorentina,Rodriguez G.,5.5,,,,,,,,5.5,D
2016,28,fiorentina,Astori D.,6.0,,,,,,1.0,,5.5,D
2016,28,fiorentina,Tomovic N.,5.5,,,,,,1.0,,5.0,D
2016,28,fiorentina,Valero B.,6.0,,,,,,,,6.0,C
2016,28,fiorentina,Vecino M.,6.0,,,,,,,,6.0,C
2016,28,fiorentina,Tello C.,5.5,,1.0,,,,,,6.5,T
2016,28,fiorentina,Bernardeschi F.,6.5,,,,,,,,6.5,T
2016,28,fiorentina,Chiesa F.,6.5,,,,,,,,6.5,T
2016,28,fiorentina,Saponara R.,6.0,,,,,,,,6.0,T
2016,28,fiorentina,Kalinic N.,6.5,1.0,,,,,,,9.5,A
2016,28,fiorentina,Sanchez C.,6.0,,,,,,,,6.0,C
2016,28,fiorentina,Badelj M.,,,,,,,,,,C
2016,28,fiorentina,Ilicic J.,5.5,,,,,,,,5.5,T
2016,28,genoa,Lamanna E.,6.5,-1.0,,,,,,,5.5,P
2016,28,genoa,Burdisso N.,6.0,,,,,,1.0,,5.5,D
2016,28,genoa,Izzo A.,6.0,,,,,,,,6.0,D
2016,28,genoa,Munoz E.,6.0,,,,,,,,6.0,D
2016,28,genoa,Hiljemark O.,6.5,,,,,,,,6.5,C
2016,28,genoa,Cofie I.,6.0,,,,,,1.0,,5.5,C
2016,28,genoa,Laxalt D.,5.5,,,,,,,,5.5,C
2016,28,genoa,Ntcham O.,5.5,,,,,,1.0,,5.0,C
2016,28,genoa,Lazovic D.,6.0,,,,,,,,6.0,T
2016,28,genoa,Pinilla M.,6.0,,,,,,1.0,,5.5,A
2016,28,genoa,Simeone G.,5.0,,,,,,,,5.0,A
2016,28,genoa,Taarabt A.,,,,,,,,,,T
2016,28,genoa,Palladino R.,5.5,,,,,,,,5.5,T
2016,28,genoa,Morosini L.,,,,,,,,,,T
2016,28,inter,Handanovic S.,6.5,-1.0,,,,,,,5.5,P
2016,28,inter,Dambrosio D.,7.0,,,,,,,,7.0,D
2016,28,inter,Ansaldi C.,7.0,,,,,,1.0,,6.5,D
2016,28,inter,Miranda J.,7.5,,,,,,,,7.5,D
2016,28,inter,Gagliardini R.,7.5,1.0,,,,,1.0,,10.0,C
2016,28,inter,Kondogbia G.,7.5,,,,,,,,7.5,C
2016,28,inter,Medel G.,7.0,,,,,,,,7.0,C
2016,28,inter,Banega E.,9.0,3.0,2.0,,,,,,20.0,T
2016,28,inter,Perisic I.,6.5,,,,,,,,6.5,T
2016,28,inter,Candreva A.,7.5,,2.0,,,,,,9.5,T
2016,28,inter,Icardi M.,9.0,3.0,,1.0,,,1.0,,17.5,A
2016,28,inter,Joao Mario ,6.0,,,,,,,,6.0,T
2016,28,inter,Palacio R.,,,,,,,,,,A
2016,28,inter,Eder C.,,,,,,,,,,A
2016,28,juventus,Buffon G.,6.0,-1.0,,,,,,,5.0,P
2016,28,juventus,Barzagli A.,5.5,,,,,,,,5.5,D
2016,28,juventus,Bonucci L.,6.0,,,,,,,,6.0,D
2016,28,juventus,Benatia M.,6.5,1.0,,,,,1.0,,9.0,D
2016,28,juventus,Alves D.,6.5,,1.0,,,,,,7.5,D
2016,28,juventus,Asamoah K.,6.5,,,,,,,,6.5,C
2016,28,juventus,Khedira S.,6.5,,,,,,1.0,,6.0,C
2016,28,juventus,Pjanic M.,5.5,,,,,,1.0,,5.0,C
2016,28,juventus,Pjaca M.,5.0,,,,,,,,5.0,T
2016,28,juventus,Higuain G.,6.0,,,,,,,,6.0,A
2016,28,juventus,Dybala P.,7.5,1.0,,1.0,,,,,10.5,A
2016,28,juventus,Lichtsteiner S.,6.5,,,,,,,,6.5,D
2016,28,juventus,Rugani D.,6.0,,,,,,,,6.0,D
2016,28,juventus,Kean M.,,,,,,,,,,A
2016,28,lazio,Strakosha T.,6.0,-1.0,,,,,,,5.0,P
2016,28,lazio,Basta D.,6.5,,,,,,,,6.5,D
2016,28,lazio,De Vrij S.,6.0,,,,,,,,6.0,D
2016,28,lazio,Radu S.,6.0,,,,,,,,6.0,D
2016,28,lazio,Hoedt W.,6.0,,,,,,,,6.0,D
2016,28,lazio,Biglia L.,6.5,,,,,,,,6.5,C
2016,28,lazio,Parolo M.,6.5,,,,,,1.0,,6.0,C
2016,28,lazio,Milinkovic S.,5.0,,,,,,1.0,,4.5,C
2016,28,lazio,Lulic S.,6.0,,1.0,,,,,,7.0,C
2016,28,lazio,Anderson F.,7.5,1.0,,,,,,,10.5,T
2016,28,lazio,Immobile C.,7.0,1.0,,,,,,,10.0,A
2016,28,lazio,Lukaku J.,6.5,,,,,,1.0,,6.0,D
2016,28,lazio,Wallace ,5.5,,,,,,,,5.5,D
2016,28,lazio,Keita B.,7.5,1.0,,,,,,,10.5,T
2016,28,milan,Donnarumma G.,8.0,-2.0,,,,,,,6.0,P
2016,28,milan,Zapata C.,5.5,,,,,,,,5.5,D
2016,28,milan,De Sciglio M.,6.0,,,,,,,,6.0,D
2016,28,milan,Romagnoli A.,5.5,,,,,,1.0,,5.0,D
2016,28,milan,Paletta G.,6.0,,,,,,,,6.0,D
2016,28,milan,Pasalic M.,6.0,,,,,,1.0,,5.5,C
2016,28,milan,Bertolacci A.,5.5,,,,,,,,5.5,C
2016,28,milan,Ocampos L.,5.5,,,,,,1.0,,5.0,T
2016,28,milan,Sosa J.,6.0,,,,,,,1.0,5.0,T
2016,28,milan,Deulofeu G.,6.5,,1.0,,,,1.0,,7.0,T
2016,28,milan,Bacca C.,6.0,1.0,,,,,,,9.0,A
2016,28,milan,Vangioni L.,,,,,,,,,,D
2016,28,milan,Kucka J.,5.5,,,,,,,,5.5,C
2016,28,milan,Poli A.,6.0,,,,,,,,6.0,C
2016,28,napoli,Reina P.,6.0,,,,,,,,6.0,P
2016,28,napoli,Chiriches V.,5.0,,,,,,,,5.0,D
2016,28,napoli,Koulibaly K.,6.5,,,,,,,,6.5,D
2016,28,napoli,Hysaj E.,6.0,,,,,,,,6.0,D
2016,28,napoli,Strinic I.,6.0,,,,,,,,6.0,D
2016,28,napoli,Jorginho F.,6.5,,1.0,,,,,,7.5,C
2016,28,napoli,Hamsik M.,6.0,,,,,,,,6.0,C
2016,28,napoli,Rog M.,6.0,,,,,,1.0,,5.5,C
2016,28,napoli,Insigne L.,7.5,2.0,,1.0,,,,,13.5,T
2016,28,napoli,Callejon J.,6.0,,,,,,,,6.0,T
2016,28,napoli,Pavoletti L.,5.0,,,,,,,,5.0,A
2016,28,napoli,Zielinski P.,6.0,,,,,,,,6.0,C
2016,28,napoli,Mertens D.,6.5,1.0,,1.0,,,,,9.5,T
2016,28,napoli,Giaccherini E.,6.0,,,,,,,,6.0,T
2016,28,palermo,Fulignati A.,6.0,-3.0,,,,,,,3.0,P
2016,28,palermo,Morganella M.,5.0,,,,,,,,5.0,D
2016,28,palermo,Andelkovic S.,4.5,,,,,,,,4.5,D
2016,28,palermo,Cionek T.,6.0,,,,,,,,6.0,D
2016,28,palermo,Aleesami H.,6.0,,,,,,,,6.0,D
2016,28,palermo,Henrique B.,5.5,,,,,,1.0,,5.0,C
2016,28,palermo,Gazzi A.,6.0,,,,,,1.0,,5.5,C
2016,28,palermo,Chochev I.,6.0,,,,,,,,6.0,C
2016,28,palermo,Embalo C.,5.0,,,,,,,,5.0,T
2016,28,palermo,Sallai R.,6.0,,,,,,,,6.0,T
2016,28,palermo,Nestorovski I.,5.5,,,,,,,,5.5,A
2016,28,palermo,Diamanti A.,6.5,,,,,,,,6.5,T
2016,28,palermo,Lo Faso S.,5.0,,,,,,,,5.0,A
2016,28,pescara,Bizzarri A.,5.5,-3.0,,,,,,,2.5,P
2016,28,pescara,Biraghi C.,5.5,,,,,,,,5.5,D
2016,28,pescara,Bovo C.,5.0,,,,,,1.0,,4.5,D
2016,28,pescara,Zampano F.,5.5,,,,,,,,5.5,D
2016,28,pescara,Stendardo G.,,,,,,,,,,D
2016,28,pescara,Bruno A.,5.0,,,,,,1.0,,4.5,C
2016,28,pescara,Verre V.,4.0,,,,,,,,4.0,C
2016,28,pescara,Memushaj L.,5.5,,,,,,,,5.5,C
2016,28,pescara,Mitrita A.,5.5,,,,,,,,5.5,T
2016,28,pescara,Benali A.,5.0,,,,,,,,5.0,T
2016,28,pescara,Cerri A.,5.5,,,,,,,,5.5,A
2016,28,pescara,Fornasier M.,5.0,,,,,,,,5.0,D
2016,28,pescara,Muntari S.,6.0,1.0,,,,,,,9.0,C
2016,28,pescara,Kastanos G.,5.0,,,,,,,,5.0,C
2016,28,roma,Szczesny W.,5.5,,,,,,,,5.5,P
2016,28,roma,Peres B.,6.0,1.0,,,,,1.0,,8.5,D
2016,28,roma,Rudiger A.,5.5,,,,,,,,5.5,D
2016,28,roma,Fazio F.,6.5,,,,,,,,6.5,D
2016,28,roma,Rui M.,6.5,,,,,,,,6.5,D
2016,28,roma,Jesus J.,6.5,,,,,,,,6.5,D
2016,28,roma,Grenier C.,7.0,,1.0,,,,1.0,,7.5,C
2016,28,roma,Paredes L.,6.5,,,,,,1.0,,6.0,C
2016,28,roma,Nainggolan R.,6.5,,1.0,,,,,,7.5,C
2016,28,roma,El Shaarawy S.,7.0,1.0,,,,,,,10.0,T
2016,28,roma,Salah M.,5.5,,,,,,,,5.5,T
2016,28,roma,De Rossi D.,,,,,,,,,,C
2016,28,roma,Strootman K.,6.0,,1.0,,,,,,7.0,C
2016,28,roma,Dzeko E.,7.0,1.0,,,,,,,10.0,A
2016,28,sampdoria,Viviano E.,6.5,,,,,,1.0,,6.0,P
2016,28,sampdoria,Skriniar M.,6.5,,,,,,,,6.5,D
2016,28,sampdoria,Silvestre M.,6.0,,,,,,,,6.0,D
2016,28,sampdoria,Regini V.,6.0,,,,,,,,6.0,D
2016,28,sampdoria,Barreto E.,6.5,,,,,,1.0,,6.0,C
2016,28,sampdoria,Linetty K.,6.0,,,,,,,,6.0,C
2016,28,sampdoria,Sala J.,6.0,,,,,,1.0,,5.5,C
2016,28,sampdoria,Torreira L.,6.5,,,,,,,,6.5,C
2016,28,sampdoria,Fernandes B.,5.5,,,,,,,,5.5,C
2016,28,sampdoria,Quagliarella F.,6.0,,,,,,,,6.0,A
2016,28,sampdoria,Muriel L.,7.0,1.0,,,,,1.0,,9.5,A
2016,28,sampdoria,Praet D.,6.0,,,,,,,,6.0,T
2016,28,sampdoria,Djuricic F.,,,,,,,,,,T
2016,28,sampdoria,Schick P.,6.5,,,,,,,,6.5,A
2016,28,sassuolo,Consigli A.,6.0,-1.0,,,,,,,5.0,P
2016,28,sassuolo,Gazzola M.,5.5,,,,,,,,5.5,D
2016,28,sassuolo,Peluso F.,6.0,,,,,,,,6.0,D
2016,28,sassuolo,Acerbi F.,6.5,,,,,,,,6.5,D
2016,28,sassuolo,Cannavaro P.,6.0,,,,,,1.0,,5.5,D
2016,28,sassuolo,Pellegrini L.,5.5,,,,,,,,5.5,C
2016,28,sassuolo,Aquilani A.,4.5,,,,,,,,4.5,C
2016,28,sassuolo,Duncan A.,6.5,,,,,,,,6.5,C
2016,28,sassuolo,Politano M.,5.0,,,,,,1.0,,4.5,T
2016,28,sassuolo,Berardi D.,6.0,,,,,,1.0,,5.5,T
2016,28,sassuolo,Matri A.,5.0,,,,,,,,5.0,A
2016,28,sassuolo,Missiroli S.,6.0,,,,,,,,6.0,C
2016,28,sassuolo,Ragusa A.,6.0,,,,,,,,6.0,T
2016,28,sassuolo,Iemmello P.,,,,,,,,,,A
2016,28,torino,Hart J.,6.0,-3.0,,,,,,,3.0,P
2016,28,torino,De Silvestri L.,5.5,,,,,,,,5.5,D
2016,28,torino,Barreca A.,5.5,,,,,,,,5.5,D
2016,28,torino,Moretti E.,5.5,,,,,,,,5.5,D
2016,28,torino,Rossettini L.,6.0,,,,,,,,6.0,D
2016,28,torino,Baselli D.,5.5,,,,,,,,5.5,C
2016,28,torino,Benassi M.,6.0,,,,,,,,6.0,C
2016,28,torino,Lukic S.,5.5,,,,,,,,5.5,C
2016,28,torino,Ljajic A.,5.5,,,,,,1.0,,5.0,T
2016,28,torino,Iturbe J.,6.0,,1.0,,,,,,7.0,T
2016,28,torino,Belotti A.,6.5,,,,,,,,6.5,A
2016,28,torino,Molinaro C.,6.0,,,,,,,,6.0,D
2016,28,torino,Iago F.,5.5,,,,,,,,5.5,T
2016,28,torino,Lopez M.,6.5,1.0,,,,,,,9.5,A
2016,28,udinese,Karnezis O.,6.0,,,,,,,,6.0,P
2016,28,udinese,Samir ,6.5,,,,,,,,6.5,D
2016,28,udinese,Danilo L.,6.0,,,,,,,,6.0,D
2016,28,udinese,Widmer S.,5.5,,,,,,,,5.5,D
2016,28,udinese,Angella G.,6.0,,,,,,1.0,,5.5,D
2016,28,udinese,Badu E.,6.5,,,,,,,,6.5,C
2016,28,udinese,Jankto J.,7.5,1.0,2.0,,,,,,12.5,C
2016,28,udinese,Hallfredsson E.,6.0,,1.0,,,,1.0,,6.5,C
2016,28,udinese,De Paul R.,6.5,,,,,,1.0,,6.0,T
2016,28,udinese,Thereau C.,6.5,1.0,,,,,,,9.5,A
2016,28,udinese,Zapata D.,7.0,1.0,,,,,,,10.0,A
2016,28,udinese,Scuffet S.,5.0,-1.0,,,,,,,4.0,P
2016,28,udinese,Silva G.,6.0,,,,,,1.0,,5.5,D
2016,28,udinese,Kums S.,6.0,,,,,,,,6.0,C
2016,29,atalanta,Gollini P.,6.0,,,,,,,,6.0,P
2016,29,atalanta,Masiello A.,6.5,,,,,,1.0,,6.0,D
2016,29,atalanta,Caldara M.,6.0,,,,,,,,6.0,D
2016,29,atalanta,Hateboer H.,6.5,,1.0,,,,1.0,,7.0,D
2016,29,atalanta,Toloi R.,6.5,,,,,,,,6.5,D
2016,29,atalanta,Grassi A.,6.5,1.0,,,,,,,9.5,C
2016,29,atalanta,Freuler R.,7.0,,,,,,,,7.0,C
2016,29,atalanta,Cristante B.,6.0,,,,,,,,6.0,C
2016,29,atalanta,Gomez A.,7.5,2.0,1.0,,,,,,14.5,T
2016,29,atalanta,Spinazzola L.,6.0,,,,,,,,6.0,T
2016,29,atalanta,Petagna A.,6.0,,,,,,,,6.0,A
2016,29,atalanta,Kessie F.,6.5,,1.0,,,,,,7.5,C
2016,29,atalanta,Migliaccio G.,,,,,,,,,,C
2016,29,atalanta,Paloschi A.,5.0,,,,,,,,5.0,A
2016,29,bologna,Da Costa A.,6.0,-1.0,,,,,,,5.0,P
2016,29,bologna,Krafth E.,5.5,,,,,,,,5.5,D
2016,29,bologna,Gastaldello D.,6.0,,,,,,,,6.0,D
2016,29,bologna,Helander F.,6.0,,,,,,,,6.0,D
